DPP_ID,Sector,Product_Name,Manufacturer,Manufacturing_Country_ISO2,Manufacturing_Date,Product_Version,Unit_of_Measure,Product_Weight_kg,Expected_Lifetime_Years,Primary_Material_pct,Secondary_Material_pct,Other_Materials_pct,Recycled_Content_pct,Bio_Based_Content_pct,CRM_Composition_detail,CRM_Total_pct,Hazardous_Substances,Hazardous_Flag,GWP_Total_kgCO2eq,GWP_A1_A3_Extraction_kgCO2eq,GWP_A4_A5_Manufacturing_kgCO2eq,GWP_B_Use_Phase_kgCO2eq,GWP_C_EoL_kgCO2eq,LCA_Extraction_pct,LCA_Manufacturing_pct,LCA_Use_Phase_pct,LCA_EoL_pct,LCA_Sum_check,Energy_Manufacturing_MJ,Renewable_Energy_Share_pct,Water_Usage_Litres,Land_Use_m2a,Eutrophication_kgPeq,Acidification_molHp,Particulate_Matter_kgPM25eq,Resource_Depletion_kgSbeq,Recyclability_Score_pct,Repairability_Score_1_10,Durability_Index_0_1,Disassembly_Time_min,Spare_Parts_Available_Years,Design_for_Disassembly,Remanufacturing_Potential,EoL_Scenario,EoL_Recovery_Rate_pct,EoL_Treatment_Country,Collection_Infrastructure,Primary_Supply_Country,Supply_Concentration_Risk_1_10,Transport_Distance_km,Transport_GWP_kgCO2eq,Conflict_Minerals_Flag,Social_Risk_Score_1_10,Certifications,REACH_SVHC_Compliant,RoHS_Compliant,ESPR_Applicable,EU_Battery_Reg_Applicable,CRMA_Strategic_Material,DPP_Completeness_Score,DPP_Data_Quality,DPP_Verifier,DPP_Issue_Date,DPP_Expiry_Date,DPP_Standard_Version,Data_Source,Anomaly_Flag,Anomaly_Type,Anomaly_Severity,Unnamed: 70,Unnamed: 71,ANOMALY LABELS
DPP-CON-00424,Construction,Recycled Steel Rebar,Northvolt AB (SE),NO,2023-09-09,v4.2,kg or m²,7358.53,33,18.42,13.46,68.12,47.4,29.8,Boron: 4.4170%; Silicon (PV panels): 8.2281%,12.6451,Isocyanates; Asbestos (legacy),True,18700244.42,5927977.48,7723200.95,5329569.66,-280503.67,31.7,41.3,28.5,-1.5,100,104027.2,0.6,3487976.8,161.286,16.9688,12.99903,,1.7962001,28.1,2.5,0.346,50.0,24.0,Partial,Medium,Mechanical recycling,91.6,CN,PRO (Producer Responsibility),PH,3.0,14570.0,26803.446,True,6.9,ISO 14040/44 LCA; EU Battery Regulation 2023/1542,False,True,,False,True,0.76,High,Intertek,2023-10-10,2025-10-09,ESPR 2024/1781 v1.0,Hybrid (measured + modelled),False,Normal,,,,
DPP-CON-00425,Construction,Hempcrete Block,BASF SE (DE),AT,2024-08-04,v2.0,kg or m²,882.586,81,29.15,,0,69.9,16.6,Chromium (stainless steel): 4.3461%,4.3461,None declared,False,,631241.85,707696.61,468530.44,152909.52,,36.1,23.9,7.8,100,963002.071,73.1,250375.46,188.354,4.27577,8.63687,4.446955,1.6629105,100.0,9.0,0.976,190.0,57.0,Yes,Medium,Direct reuse / refurbishment,,HU,Municipal WEEE,DRC,4.1,10725.0,2366.434,False,5.5,FSC Certified; OEKO-TEX® STANDARD 100,True,True,True,False,True,0.682,High,DEKRA,2024-09-21,2026-09-21,ESPR 2024/1781 v1.0,Modelled (SimaPro),True,Energy consumption outlier,Medium,,,
DPP-CON-00426,Construction,Aerogel Insulation Blanket,Eileen Fisher (US),IT,2025-03-24,v4.0,kg or m²,2194.604,73,38.18,13.97,47.85,12.4,7.3,Indium (thin film PV): 6.3040%; Chromium (stainless steel): 7.0804%; Boron: 3.5460%,16.9304,None declared,,9943688.32,2764345.35,2724570.6,1690427.01,2764345.35,27.8,27.4,17.0,65.0,137.2,49815.42,70.8,784026.73,177.839,19.4975,12.80899,0.777113,1.9721888,50.3,6.5,0.975,122.0,52.0,Partial,Medium,Chemical recycling (pyrolysis),57.1,PE,Not established,IN,8.2,16425.0,9011.593,False,8.1,WEEE Directive 2012/19/EU; EU Battery Regulation 2023/1542,,True,True,False,True,0.622,High,Bureau Veritas,2025-05-21,2030-05-20,ESPR 2024/1781 v1.0,Manufacturer declaration,True,LCA lifecycle sum ≠ 100% (inconsistency),High,,,
DPP-CON-00427,Construction,Mineral Wool Insulation Slab,Automotive Cells Co. (FR),CZ,2022-02-03,v1.7,kg or m²,3194.793,58,23.64,,70.48,28.3,11.7,Indium (thin film PV): 4.7240%,4.724,None declared,False,10949979.78,,4204792.24,3438293.65,-339449.37,33.3,38.4,31.4,-3.1,100,125339.38,59.0,629941.1,174.29,18.83083,9.26099,2.949397,1.0205356,47.2,,0.802,183.0,53.0,No,Medium,Upcycling to new application,20.2,AU,Take-back scheme,ID,1.1,613.0,489.602,False,8.8,CE Marking; RoHS Directive 2011/65/EU; ISO 14040/44 LCA; FSC Certified,False,True,True,False,True,0.933,High,DEKRA,2022-05-11,2024-05-10,ESPR 2024/1781 v1.0,Hybrid (measured + modelled),False,Normal,,,,
DPP-CON-00428,Construction,Aerogel Insulation Blanket,Johnson Matthey PLC (UK),DE,2024-09-26,v1.4,kg or m²,6466.352,57,53.52,12.35,34.13,42.8,38.2,Silicon (PV panels): 5.8384%,5.8384,None declared,False,,5013108.36,11432956.31,4169064.6,4961954.19,19.6,44.7,16.3,19.4,100,268915.0,84.7,1961561.79,119.313,30.31069,16.09104,3.282173,1.2875248,100.0,4.1,0.571,205.0,48.0,Partial,Medium,Direct reuse / refurbishment,52.7,AT,Take-back scheme,CN,4.4,3854.0,6230.33,False,8.8,REACH Reg. EC/1907/2006; WEEE Directive 2012/19/EU; ESPR Regulation EU/2024/1781; ISO 50001,False,True,True,False,True,0.693,High,DEKRA,2025-01-08,2026-01-08,ESPR 2024/1781 v1.0,Third-party audit,,Normal,,,,
DPP-CON-00429,Construction,Aerogel Insulation Blanket,Victrex PLC (UK),FR,2025-09-14,v4.8,kg or m²,2815.955,57,8.58,44.72,46.7,49.5,36.2,Gallium (CIGS panels): 3.8988%; Indium (thin film PV): 3.8537%,7.7525,Isocyanates,True,3839577.84,1359210.56,1220985.75,744878.1,514503.43,35.4,31.8,19.4,13.4,100,8840.77,47.6,470422.81,92.013,32.3368,10.69928,2.401596,0.0008589,86.2,3.5,0.338,77.0,5.0,Partial,Not assessed,Second-life cascade application,31.6,NL,PRO (Producer Responsibility),IN,3.3,14381.0,10124.062,True,,WEEE Directive 2012/19/EU; ESPR Regulation EU/2024/1781,True,True,False,False,True,,High,TÜV SÜD,2025-11-21,2028-11-20,ESPR 2024/1781 v1.0,Third-party audit,False,Normal,,,,
DPP-CON-00430,Construction,Triple-Glazed Window Unit,Samsung Electronics (KR),AT,2020-11-17,v2.3,kg or m²,9658.151,63,12.63,19.8,67.57,82.6,12,Indium (thin film PV): 0.9349%,0.9349,Silica dust,True,8228521.83,3431293.6,3110381.25,2855297.08,-1168450.1,,37.8,34.7,-14.2,100,338629.13,80.7,4172564.86,123.149,44.6172,2.4575,1.566372,0.9123495,100.0,2.5,0.306,,20.0,Partial,Low,Mechanical recycling,41.3,RO,Take-back scheme,RU,1.2,11430.0,27598.166,False,4.8,ESPR Regulation EU/2024/1781; RoHS Directive 2011/65/EU; EPD (Environmental Product Declaration); FSC Certified,False,True,True,False,True,0.779,High,TÜV SÜD,2021-04-29,2023-04-29,ESPR 2024/1781 v1.0,Third-party audit,False,Normal,,,,
DPP-CON-00431,Construction,Recycled Aggregate Concrete,Knauf Insulation (DE),BE,2019-06-07,v4.8,kg or m²,8182.433,27,22.22,51.33,26.45,27.0,40,Gallium (CIGS panels): 5.7443%; Boron: 3.7082%; Indium (thin film PV): 2.5800%,12.0325,None declared,False,3114862.06,968722.1,1364309.58,716418.27,65412.1,,43.8,23.0,2.1,100,71407.84,24.1,4032579.58,179.637,35.58055,15.90199,,0.489735,19.3,2.9,0.534,52.0,26.0,No,High,Upcycling to new application,82.6,PL,Industrial collection,BR,7.4,14751.0,,False,6.6,FSC Certified; ESPR Regulation EU/2024/1781,True,True,True,False,True,0.818,Medium,Self-declared,2019-11-29,2020-11-28,ESPR 2024/1781 v1.0,Modelled (SimaPro),False,Normal,,,,
DPP-CON-00432,Construction,Recycled Aggregate Concrete,Knauf Insulation (DE),BE,2019-06-07,v4.8,kg or m²,8182.433,27,22.22,51.33,26.45,27.0,40,Gallium (CIGS panels): 5.7443%; Boron: 3.7082%; Indium (thin film PV): 2.5800%,,None declared,,3114862.06,968722.1,1364309.58,716418.27,65412.1,,43.8,23.0,2.1,100,71407.84,24.1,4032579.58,179.637,35.58055,15.90199,,0.489735,19.3,2.9,0.534,52.0,26.0,No,High,Upcycling to new application,82.6,PL,Industrial collection,BR,7.4,14751.0,,False,6.6,FSC Certified; ESPR Regulation EU/2024/1781,True,True,True,False,True,0.818,Medium,Self-declared,2019-11-29,2020-11-28,ESPR 2024/1781 v1.0,Modelled (SimaPro),True,Duplicate record (identical to previous row),Medium,,,
DPP-CON-00433,Construction,Reflective Cool Roof Membrane,Arkema SA (FR),CH,2018-03-03,v4.5,kg or m²,6789.172,92,14.11,,76.86,26.3,23.2,Indium (thin film PV): 5.1380%; Chromium (stainless steel): 4.4115%,9.5495,None declared,False,23155210.19,2894401.27,8359030.88,4654197.25,7247580.79,12.5,,20.1,31.3,100,123102.32,74.0,2184330.08,171.441,33.22688,0.69209,1.707073,1.9630223,90.1,7.8,0.745,176.0,57.0,Yes,High,Upcycling to new application,40.0,HU,PRO (Producer Responsibility),ZA,7.0,12253.0,20796.931,False,8.1,Cradle to Cradle Certified; WEEE Directive 2012/19/EU; ISO 14001:2015; ISO 50001,True,True,True,False,True,0.952,Medium,TÜV SÜD,2018-07-27,2023-07-26,ESPR 2024/1781 v1.0,Modelled (SimaPro),False,Normal,,,,
DPP-CON-00434,Construction,Geopolymer Cement,EnerTeck (FR),HU,2022-02-10,v1.6,kg or m²,1353.511,23,33.9,20.26,45.84,5.3,12,Indium (thin film PV): 0.1071%,,None declared,False,509221.6,,189430.44,119157.85,80966.23,23.5,37.2,23.4,15.9,100,12189.49,71.1,223733.25,197.834,12.60743,5.61617,0.578495,0.7615657,100.0,9.6,,194.0,12.0,No,High,Energy recovery (incineration),72.6,IT,Industrial collection,CL,9.5,9942.0,3364.152,False,9.6,OEKO-TEX® STANDARD 100,True,True,True,False,,0.613,High,Self-declared,2022-08-08,2024-08-07,ESPR 2024/1781 v1.0,Hybrid (measured + modelled),False,Normal,,,,
DPP-CON-00435,Construction,Hollow Core Prestressed Slab,HeidelbergMaterials (DE),DK,2023-06-02,v3.1,kg or m²,5293.478,89,10.23,31.81,57.96,2.9,,Indium (thin film PV): 6.5550%; Chromium (stainless steel): 4.5780%,11.133,Isocyanates,True,22217008.54,3732457.43,10153172.9,1310803.5,7020574.7,16.8,45.7,5.9,31.6,100,162151.37,17.2,1441454.17,5.208,9.62376,16.18416,2.534835,0.1794718,62.9,1.2,0.575,185.0,44.0,Yes,Not assessed,Composting (bio-based only),33.0,CZ,Take-back scheme,CL,8.3,13987.0,18509.969,False,8.8,OEKO-TEX® STANDARD 100; EU Battery Regulation 2023/1542; CE Marking; Bluesign®,True,True,False,False,True,0.499,Medium,Bureau Veritas,2023-10-25,2025-10-24,ESPR 2024/1781 v1.0,Modelled (SimaPro),,Normal,,,,
DPP-CON-00436,Construction,Recycled Aggregate Concrete,Patagonia Inc. (US),HU,2021-01-27,v1.4,kg or m²,4193.006,59,19.47,,0,48.5,28.5,Boron: 2.9808%; Indium (thin film PV): 5.1624%,8.1432,Silica dust,True,11515262.57,2498811.98,4295192.94,1750319.91,2970937.74,21.7,37.3,15.2,25.8,100,39280.19,82.1,361599.05,91.873,33.94459,15.92064,4.053609,0.7023004,100.0,8.5,0.748,118.0,30.0,Yes,Not assessed,Pyrometallurgical smelting,69.9,AU,Take-back scheme,RU,1.8,11314.0,11859.917,False,3.0,ISO 14001:2015; ISO 50001; Bluesign®; EN 15804+A2,True,True,True,False,True,0.986,Medium,DEKRA,2021-06-08,2022-06-08,ESPR 2024/1781 v1.0,Hybrid (measured + modelled),False,Normal,,,,
DPP-CON-00437,Construction,Reflective Cool Roof Membrane,Patagonia Inc. (US),NO,2022-12-20,v3.4,kg or m²,6156.18,51,51.93,22.62,25.45,54.2,19.1,Indium (thin film PV): 7.6689%; Gallium (CIGS panels): 2.2224%,9.8913,Silica dust; VOC solvents,True,11932110.11,1586970.64,4033053.22,3710886.24,2601200.0,13.3,33.8,31.1,21.8,100,74776.13,17.5,1900020.11,57.21,5.10481,18.49331,1.688161,0.1923633,42.7,2.8,,,19.0,Partial,Not assessed,Direct reuse / refurbishment,52.5,ZA,Industrial collection,US,9.5,3183.0,4898.78,False,3.0,ISO 14040/44 LCA; RoHS Directive 2011/65/EU; Cradle to Cradle Certified,True,True,True,False,True,0.543,High,TÜV SÜD,2023-05-21,2026-05-20,ESPR 2024/1781 v1.0,Manufacturer declaration,False,Normal,,,,
DPP-CON-00438,Construction,Bio-Based Foam Insulation,Lanxess AG (DE),DK,2021-12-05,v5.3,kg or m²,6067.263,89,22.93,37.33,39.74,28.0,22.4,Indium (thin film PV): 1.0865%; Gallium (CIGS panels): 7.0237%; Chromium (stainless steel): 6.8315%,14.9417,VOC solvents; Asbestos (legacy),,11737355.97,1232422.38,,2089249.36,5880415.34,10.5,21.6,17.8,50.1,100,75786.73,76.1,327550.31,84.784,0.4107,1.98194,2.293482,0.1469812,100.0,2.0,0.483,26.0,74.0,No,Not assessed,Chemical recycling (pyrolysis),12.9,NL,Municipal WEEE,PE,7.1,,12707.882,False,4.5,EPD (Environmental Product Declaration); Cradle to Cradle Certified,True,True,True,,,0.813,High,DEKRA,2022-01-27,2027-01-26,ESPR 2024/1781 v1.0,Manufacturer declaration,,Normal,,,,
DPP-CON-00439,Construction,Hollow Core Prestressed Slab,Patagonia Inc. (US),CH,2018-02-25,v1.5,kg or m²,71.255,51,23.62,76.38,0,4.6,2.7,Gallium (CIGS panels): 7.8865%,7.8865,VOC solvents,True,54789.68,24107.46,24819.73,16875.22,-11012.73,44.0,45.3,30.8,-20.1,100,2245.85,49.2,28003.14,131.129,28.06576,8.90737,4.19197,1.3579329,83.4,7.8,0.433,110.0,3.0,Yes,Not assessed,Direct reuse / refurbishment,15.5,HU,Take-back scheme,DRC,7.6,16918.0,,False,8.5,FSC Certified; Bluesign®,True,True,True,False,True,0.775,Medium,DEKRA,2018-06-15,2020-06-14,ESPR 2024/1781 v1.0,Hybrid (measured + modelled),False,Normal,,,,
DPP-CON-00440,Construction,Portland Cement CEM I 52.5,Samsung Electronics (KR),ES,2018-09-22,v4.2,kg or m²,4287.103,92,15.72,24.19,60.09,46.2,26.5,Indium (thin film PV): 3.9511%; Silicon (PV panels): 6.6386%; Boron: 4.3231%,,Asbestos (legacy); Isocyanates,True,7037395.25,1351179.89,2385676.99,,957085.75,19.2,33.9,33.3,13.6,100,120746.15,30.2,1320458.19,24.198,40.10849,1.60759,,0.5704563,83.3,4.0,,129.0,61.0,Yes,Low,Upcycling to new application,61.6,FR,Industrial collection,MX,1.4,15651.0,16774.362,False,7.2,EN 15804+A2; ESPR Regulation EU/2024/1781; OEKO-TEX® STANDARD 100; FSC Certified,True,True,True,False,True,0.984,Low,DEKRA,2019-02-17,2020-02-17,ESPR 2024/1781 v1.0,Modelled (SimaPro),False,Normal,,,,
DPP-CON-00441,Construction,Portland Cement CEM I 52.5,Holcim Group (CH),DK,2021-09-27,v5.6,kg or m²,4395.813,88,63.4,36.6,0,1.4,14.4,Silicon (PV panels): 6.0898%; Chromium (stainless steel): 7.0527%; Boron: 2.1312%,15.2737,Silica dust; Isocyanates,True,13793128.04,4634491.02,4510352.87,4648284.15,0.0,33.6,32.7,33.7,0.0,100,195525.36,61.6,296060.66,135.591,21.31051,7.69092,4.928808,1.0019329,24.6,8.0,0.695,210.0,58.0,Partial,Medium,Pyrometallurgical smelting,28.9,HU,Industrial collection,NG,8.0,13541.0,14880.926,False,8.9,FSC Certified; WEEE Directive 2012/19/EU; RoHS Directive 2011/65/EU; REACH Reg. EC/1907/2006; CE Marking,False,True,True,False,True,0.648,Low,SGS,2021-11-11,2024-11-10,ESPR 2024/1781 v1.0,Third-party audit,False,Normal,,,,
DPP-CON-00442,Construction,Low-Carbon Concrete Mix,EcoTex Nordic (SE),PT,2023-03-08,v1.8,kg or m²,7188.569,30,39.2,,0,14.0,38.7,Boron: 3.7582%,3.7582,Isocyanates,True,33816274.82,5681134.17,5681134.17,4801911.02,17652095.46,16.8,16.8,14.2,52.2,100,224453.29,26.9,9435.78,118.625,33.69504,10.7938,0.94534,1.5788326,46.5,1.9,0.481,165.0,18.0,No,Low,Upcycling to new application,51.4,ZA,Take-back scheme,CL,9.7,5573.0,10015.474,True,9.1,RoHS Directive 2011/65/EU; Bluesign®; ESPR Regulation EU/2024/1781; OEKO-TEX® STANDARD 100,False,True,False,False,True,0.77,High,DNV,2023-04-07,2027-04-06,ESPR 2024/1781 v1.0,Manufacturer declaration,False,Normal,,,,
DPP-CON-00443,Construction,Structural Steel S355,Victrex PLC (UK),CZ,2021-07-31,v2.6,kg or m²,8367.277,29,13.81,86.19,0,41.8,15.9,Indium (thin film PV): 2.3022%; Boron: 1.7730%,4.0752,None declared,False,38087918.92,7579495.87,7389056.27,12873716.59,10245650.19,19.9,19.4,33.8,26.9,100,84827.21,6.3,2074523.27,10.942,20.17366,3.58539,4.023482,,30.7,6.7,0.97,32.0,23.0,No,High,Chemical recycling (pyrolysis),13.9,RO,Take-back scheme,CN,0.0,15372.0,32155.446,False,,ISO 50001; FSC Certified; EU Battery Regulation 2023/1542; OEKO-TEX® STANDARD 100,True,True,False,False,True,0.564,Low,DEKRA,2021-11-24,2022-11-24,ESPR 2024/1781 v1.0,Manufacturer declaration,True,Supply risk = 0 (unrealistic for critical materials),Medium,,,
DPP-CON-00444,Construction,Portland Cement CEM I 52.5,VELUX A/S (DK),CZ,2022-09-12,v3.4,kg or m²,5624.964,48,40.44,52.59,,50.4,18.2,Gallium (CIGS panels): 3.4217%; Chromium (stainless steel): 4.3324%,7.7541,VOC solvents; Asbestos (legacy),True,,2277445.93,3564054.99,1818999.02,7128109.98,15.4,24.1,12.3,48.2,100,158821.46,26.7,1234162.28,105.975,16.65804,13.58847,1.958453,1.5635406,53.7,1.4,0.542,87.0,45.0,Partial,High,Pyrometallurgical smelting,82.7,DK,Industrial collection,IN,5.7,8349.0,11740.706,False,5.8,RoHS Directive 2011/65/EU; Cradle to Cradle Certified,False,True,False,False,True,0.664,High,DEKRA,2022-12-04,2023-12-04,ESPR 2024/1781 v1.0,Hybrid (measured + modelled),False,Normal,,,,
DPP-CON-00445,Construction,Structural Steel S355,Victrex PLC (UK),AT,2018-04-02,v3.0,kg or m²,1488.337,36,12.29,87.71,0,75.3,34.4,Silicon (PV panels): 0.8294%,0.8294,None declared,False,3330866.6,1425610.9,699481.99,935973.51,269800.19,42.8,21.0,28.1,8.1,100,12114.58,73.8,492882.57,66.582,22.91914,18.67887,1.077733,0.1382389,85.1,6.1,0.8,57.0,14.0,No,High,Hydrometallurgical recovery,63.2,RO,Not established,AU,6.7,8776.0,3265.411,False,1.0,EN 15804+A2; EPD (Environmental Product Declaration); EU Battery Regulation 2023/1542; Bluesign®,False,True,True,False,True,0.833,Low,DNV,2018-08-14,2022-08-13,ESPR 2024/1781 v1.0,Manufacturer declaration,False,Normal,,,,
DPP-CON-00446,Construction,Recycled Aggregate Concrete,Covestro AG (DE),NO,2025-08-23,v3.8,kg or m²,276.01,94,11.29,43.88,44.83,47.0,9.4,Silicon (PV panels): 8.4887%,8.4887,Asbestos (legacy),True,237062.65,51679.66,48834.91,,,21.8,20.6,25.7,31.9,100,2160.28,60.8,111920.85,77.574,22.33954,12.87901,2.912595,1.5755297,89.4,8.4,0.697,138.0,29.0,Yes,High,Composting (bio-based only),13.0,HU,PRO (Producer Responsibility),IN,2.4,17381.0,1199.332,False,7.9,ISO 50001; Cradle to Cradle Certified,True,True,True,False,True,0.975,Low,TÜV SÜD,2025-12-01,2027-12-01,ESPR 2024/1781 v1.0,Hybrid (measured + modelled),False,Normal,,,,
DPP-CON-00447,Construction,Hempcrete Block,Evonik Industries (DE),NL,2019-03-29,v2.6,kg or m²,7460.462,27,63.52,23.48,13,4.4,34.7,Boron: 5.5569%; Indium (thin film PV): 8.3171%,13.874,None declared,False,15772405.78,3832694.6,4684404.52,4353184.0,2902122.66,24.3,29.7,27.6,18.4,100,10488.63,59.1,2414945.24,113.921,45.28428,16.8226,4.974404,0.4155144,38.2,3.8,,117.0,7.0,Yes,Low,Pyrometallurgical smelting,47.3,IT,Take-back scheme,ZA,8.6,,28310.588,,2.7,OEKO-TEX® STANDARD 100; ISO 50001; Bluesign®,True,True,True,,True,0.536,Medium,SGS,2019-06-16,2021-06-15,ESPR 2024/1781 v1.0,Manufacturer declaration,False,Normal,,,,
DPP-CON-00448,Construction,Hempcrete Block,Patagonia Inc. (US),NO,2021-06-13,v1.5,kg or m²,7165.145,22,,67.31,0,54.1,1.6,Gallium (CIGS panels): 7.0281%; Silicon (PV panels): 5.5955%,12.6236,Asbestos (legacy); Silica dust,True,6074495.52,1014440.75,1063036.72,2089626.46,1907391.59,16.7,17.5,34.4,31.4,100,105632.67,35.3,2042276.16,199.838,38.53855,8.898,4.049307,1.2949682,40.4,1.1,0.97,70.0,8.0,No,High,Chemical recycling (pyrolysis),21.4,FR,PRO (Producer Responsibility),PH,1.4,15269.0,,False,4.1,ISO 14040/44 LCA; ISO 14001:2015,True,,True,False,True,0.89,Low,Self-declared,2021-06-25,2023-06-25,ESPR 2024/1781 v1.0,Hybrid (measured + modelled),False,Normal,,,,
DPP-CON-00449,Construction,Structural Steel S355,Victrex PLC (UK),DE,2024-02-26,v3.1,kg or m²,5176.569,24,15.32,7.65,77.03,88.5,24.9,Chromium (stainless steel): 6.5112%; Indium (thin film PV): 1.9647%; Boron: 2.0034%,10.4793,None declared,,2566114.78,269442.05,1221470.64,787797.24,287404.86,10.5,47.6,30.7,11.2,100,158888.18,68.0,615049.52,14.874,13.23516,,,1.6416584,100.0,9.5,0.794,65.0,1.0,Yes,Not assessed,Mechanical recycling,81.4,ZA,Industrial collection,BR,5.5,3049.0,3945.84,False,6.8,WEEE Directive 2012/19/EU; Bluesign®; ISO 14040/44 LCA; EPD (Environmental Product Declaration); EN 15804+A2,False,True,True,False,True,0.814,Medium,Intertek,2024-07-18,2028-07-17,ESPR 2024/1781 v1.0,Hybrid (measured + modelled),False,Normal,,,,
DPP-CON-00450,Construction,Structural Steel S355,BASF SE (DE),BE,2023-01-02,v4.6,kg or m²,8263.006,39,42.78,14.3,42.92,,0.3,Silicon (PV panels): 5.4811%; Indium (thin film PV): 7.4291%; Boron: 0.5020%,13.4122,VOC solvents; Silica dust,True,39294959.63,9745149.99,7426747.37,3182891.73,18940170.54,24.8,18.9,8.1,48.2,100,,60.9,2291832.92,0.329,17.71169,10.52299,0.132643,0.0738456,34.9,6.1,0.761,162.0,30.0,Yes,High,Energy recovery (incineration),89.0,DK,Not established,CA,4.7,13964.0,28846.154,False,1.4,ISO 50001; OEKO-TEX® STANDARD 100; CE Marking; FSC Certified,True,True,True,False,True,0.899,High,DEKRA,2023-04-10,2024-04-09,ESPR 2024/1781 v1.0,Manufacturer declaration,False,Normal,,,,
DPP-CON-00451,Construction,Mineral Wool Insulation Slab,BASF SE (DE),FR,2021-02-17,v2.9,kg or m²,1884.375,83,19.51,18.72,61.77,5.3,,Indium (thin film PV): 6.9593%; Silicon (PV panels): 3.0190%; Chromium (stainless steel): 7.9877%,17.966,None declared,,8414999.18,2667554.74,1413719.86,2002769.8,2330954.77,31.7,16.8,23.8,27.7,100,77598.2,38.9,370960.99,181.438,2.2392,16.52936,0.128948,0.985164,100.0,4.8,0.504,104.0,46.0,Yes,High,Energy recovery (incineration),51.5,CZ,Municipal WEEE,MX,2.8,14325.0,6748.418,,3.2,CE Marking,True,True,,False,,0.624,Low,DEKRA,2021-07-03,2024-07-02,ESPR 2024/1781 v1.0,Third-party audit,False,Normal,,,,
DPP-CON-00452,Construction,Bio-Based Foam Insulation,Verkor SAS (FR),CZ,2021-09-18,v3.7,kg or m²,5848.081,31,13.95,9.28,76.77,21.0,12.2,Chromium (stainless steel): 7.6784%; Boron: 7.4264%,15.1048,VOC solvents; Chromium VI,True,24848852.7,8299516.8,7628597.78,3627932.49,5292805.63,33.4,30.7,14.6,21.3,100,56086.78,33.3,1773514.65,12.678,10.80448,10.57302,1.089164,0.5098621,10.3,3.6,0.609,21.0,19.0,Partial,High,Upcycling to new application,32.4,AT,Municipal WEEE,BR,7.1,7997.0,11691.776,False,3.6,RoHS Directive 2011/65/EU; OEKO-TEX® STANDARD 100,True,True,False,False,True,0.804,High,Intertek,2021-10-13,2026-10-12,ESPR 2024/1781 v1.0,Hybrid (measured + modelled),False,Normal,,,,
DPP-CON-00453,Construction,Cross-Laminated Timber (CLT) Panel,Knauf Insulation (DE),IT,2022-03-25,v1.2,kg or m²,9800.938,69,,18.61,0,1.5,29.8,Silicon (PV panels): 5.1648%; Gallium (CIGS panels): 3.3322%; Indium (thin film PV): 0.3797%,8.8767,Silica dust; Isocyanates,True,48427130.65,7942049.43,16707360.07,17530621.3,6247099.85,16.4,34.5,36.2,,100,424408.1,29.5,1688794.1,187.113,37.67886,10.15954,0.996588,0.9923526,7.8,9.0,0.859,26.0,5.0,Partial,High,Upcycling to new application,72.1,NO,PRO (Producer Responsibility),NG,4.8,509.0,1247.169,False,7.8,ISO 14001:2015; ESPR Regulation EU/2024/1781; Bluesign®,True,True,True,False,True,0.871,Medium,Bureau Veritas,2022-06-13,2025-06-12,ESPR 2024/1781 v1.0,Modelled (SimaPro),False,Normal,,,,
DPP-CON-00454,Construction,Hempcrete Block,Arkema SA (FR),IT,2025-04-26,v4.8,kg or m²,2422.286,58,16.38,39.1,44.52,22.9,19.1,Boron: 4.4884%,4.4884,Silica dust; Isocyanates,True,9017960.71,2398777.55,1542071.28,1668322.73,3408789.15,26.6,17.1,18.5,37.8,100,,32.5,1105072.52,5.897,13.03613,2.68219,1.488377,1.9948544,66.6,1.8,0.564,7.0,46.0,Yes,Low,Mechanical recycling,15.4,AU,PRO (Producer Responsibility),ZA,3.9,12211.0,7394.634,True,9.0,CE Marking; FSC Certified,False,True,True,False,True,0.822,High,DEKRA,2025-08-23,2027-08-23,ESPR 2024/1781 v1.0,Manufacturer declaration,False,Normal,,,,
DPP-CON-00455,Construction,Portland Cement CEM I 52.5,Veolia Environnement (FR),PT,2022-04-27,v1.4,kg or m²,7725.582,97,34.65,51.3,14.05,70.0,29,Silicon (PV panels): 7.2912%; Gallium (CIGS panels): 4.3521%,11.6433,Chromium VI,True,33457591.42,9435040.78,5754705.72,11944360.14,6323484.78,28.2,17.2,35.7,18.9,100,297346.63,53.4,1999975.81,54.284,35.56256,11.15983,3.109099,1.0785302,100.0,3.0,0.392,140.0,88.0,No,Not assessed,Landfill (residual waste),89.1,AT,Take-back scheme,NG,3.9,4939.0,9539.162,False,9.4,OEKO-TEX® STANDARD 100; EU Battery Regulation 2023/1542,True,True,True,False,True,0.483,High,Self-declared,2022-07-12,2027-07-11,ESPR 2024/1781 v1.0,Third-party audit,False,Normal,,,,
